Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	Comment - genetics
T-24	T-24	724812	CGP_CCL5055221	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TCCSUP	TCCSUP	687459	CGP_CCL5055209	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
UM-UC-3	UM-UC-3	724838	CGP_CCL5055210	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
VM-CUB-1	VM-CUB-1	909780	CGP_CCL5055212	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
C-33-A	C-33-A	687505	CGP_CCL5055162	urogenital_system	cervix	CESC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
C-4-I	C-4-I	687506	CGP_CCL5306244	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-39	CAL-39	924107	CGP_CCL5055165	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Ca-Ski	Ca-Ski	906824	CGP_CCL5055155	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DoTc2-4510	DoTc2-4510	906843	CGP_CCL5055168	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HeLa	HeLa	1298134	CGP_CCL5055170	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HT-3	HT-3	907068	CGP_CCL5055167	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ME-180	ME-180	687514	CGP_CCL5055156	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MS751	MS751	1240179	CGP_CCL5055164	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OMC-1	OMC-1	949154	CGP_CCL5055157	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
SiHa	SiHa	930297	CGP_CCL5055158	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SISO	SISO	1240212	CGP_CCL5055163	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SKG-IIIa	SKG-IIIa	930298	CGP_CCL5055161	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW756	SW756	724839	CGP_CCL5306294	urogenital_system	cervix	CESC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TC-YIK	TC-YIK	946357	CGP_CCL5055159	urogenital_system	cervix		small cell carcinoma of the uterine cervix	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
AN3-CA	AN3-CA	910781	CGP_CCL5055273	urogenital_system	endometrium	UCEC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-684	COLO-684	910691	CGP_CCL5055279	urogenital_system	endometrium	UCEC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
EN	EN	1240127	CGP_CCL5055276	urogenital_system	endometrium	UCEC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
ESS-1	ESS-1	907000	CGP_CCL5306197	urogenital_system	endometrium		endometrial stromal sarcoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HEC-1	HEC-1	907051	CGP_CCL5055283	urogenital_system	endometrium	UCEC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
KLE	KLE	924187	CGP_CCL5055280	urogenital_system	endometrium	UCEC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MFE-280	MFE-280	908129	CGP_CCL5055274	urogenital_system	endometrium	UCEC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MFE-296	MFE-296	908130	CGP_CCL5369335	urogenital_system	endometrium	UCEC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
MFE-319	MFE-319	1240174	CGP_CCL5055282	urogenital_system	endometrium	UCEC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
RL95-2	RL95-2	930082	CGP_CCL5055281	urogenital_system	endometrium		adenosquamous carcinoma of the endometrium	MSI-H	Yes	Yes	Yes	Yes	No	Yes	
SNG-M	SNG-M	909735	CGP_CCL5369341	urogenital_system	endometrium	UCEC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
A2780	A2780	906804	1710STDY5035292	urogenital_system	ovary	UNABLE TO CLASSIFY		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
Caov-3	Caov-3	906825	1710STDY5035313	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
Caov-4	Caov-4	949090	CGP_CCL5369324	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DOV13	DOV13	1479987	CGP_CCL5306204	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
EFO-21	EFO-21	911905	1710STDY5035293	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EFO-27	EFO-27	906852	1710STDY5035294	urogenital_system	ovary		mucinous papillary adenocarcinoma	MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
ES-2	ES-2	1240128	1710STDY5035310	urogenital_system	ovary		ovary clear cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
FU-OV-1	FU-OV-1	1240129	1710STDY5035309	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hey	Hey	1479988	CGP_CCL5306206	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
IGROV-1	IGROV-1	905968	1710STDY5035295	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
JHOS-2	JHOS-2	1479995	CGP_CCL5306299	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JHOS-3	JHOS-3	1480358	CGP_CCL5306290	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JHOS-4	JHOS-4	1480359	CGP_CCL5306280	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KGN	KGN	924186	1710STDY5035296	urogenital_system	ovary		granulosa-like tumor	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KURAMOCHI	KURAMOCHI	909975	1710STDY5035297	urogenital_system	ovary	UNABLE TO CLASSIFY		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OAW-28	OAW-28	946360	1710STDY5035298	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OAW-42	OAW-42	910548	1710STDY5035299	urogenital_system	ovary	OV	ovarian cystadenocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OC-314	OC-314	909257	1710STDY5035314	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
OV-17R	OV-17R	1480361	CGP_CCL5306286	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OV-56	OV-56	1480362	CGP_CCL5391657	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OV-7	OV-7	1480360	CGP_CCL5306304	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OV-90	OV-90	1240197	CGP_CCL5306188	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVCA420	OVCA420	1480364	CGP_CCL5306293	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVCA433	OVCA433	1480367	CGP_CCL5306230	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	No	No	Yes	
OVCAR-3	OVCAR-3	905933	1710STDY5035312	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVCAR-4	OVCAR-4	905990	1710STDY5035300	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVCAR-5	OVCAR-5	905969	1710STDY5035301	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVCAR-8	OVCAR-8	905991	1710STDY5035302	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVISE	OVISE	1240198	1710STDY5035311	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVK-18	OVK-18	1480371	CGP_CCL5306221	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
OVKATE	OVKATE	1240199	1710STDY5035308	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVMIU	OVMIU	1240200	1710STDY5035307	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OVTOKO	OVTOKO	1298365	CGP_CCL5391643	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PA-1	PA-1	909255	1710STDY5035303	urogenital_system	ovary		ovary teratocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PEO1	PEO1	1480372	CGP_CCL5306288	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RKN	RKN	1298539	CGP_CCL5306156	urogenital_system	ovary		myoma ovarii	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RMG-I	RMG-I	909699	1710STDY5035304	urogenital_system	ovary		ovary clear cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-OV-3	SK-OV-3	905959	1710STDY5035305	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
SW626	SW626	909753	1710STDY5035306	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TOV-112D	TOV-112D	1299070	CGP_CCL5228721	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TOV-21G	TOV-21G	1240222	CGP_CCL5306187	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
TYK-nu	TYK-nu	909774	CGP_CCL5369297	urogenital_system	ovary	UNABLE TO CLASSIFY		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
UWB1.289	UWB1.289	1480374	CGP_CCL5306297	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
22RV1	22RV1	924100	CGP_CCL5391666	urogenital_system	prostate	PRAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
BPH-1	BPH-1	924105	CGP_CCL5055299	urogenital_system	prostate		immortalised prostate epithelial cells	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DU-145	DU-145	905935	CGP_CCL5055302	urogenital_system	prostate	PRAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
LNCaP-Clone-FGC	LNCaP-Clone-FGC	907788	CGP_CCL5228737	urogenital_system	prostate	PRAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H660	NCI-H660	1330975	CGP_CCL5369326	urogenital_system	prostate		prostate small cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	No	
PC-3	PC-3	905934	1710STDY5034637	urogenital_system	prostate	PRAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PWR-1E	PWR-1E	1330993	CGP_CCL5369307	urogenital_system	prostate	PRAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
VCaP	VCaP	1299075	CGP_CCL5055301	urogenital_system	prostate	PRAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCCIT	NCCIT	908441	CGP_CCL5055354	urogenital_system	testis			MSI-S	Yes	Yes	Yes	Yes	Yes	No	Continued High CV
NEC8	NEC8	910942	CGP_CCL5306277	urogenital_system	testis			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NTERA-2-cl-D1	NTERA-2 cl.D1	908454	CGP_CCL5055353	urogenital_system	testis			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JAR	JAR	907175	CGP_CCL5055193	urogenital_system	urogenital_system_other		placental choriocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JEG-3	JEG-3	907176	CGP_CCL5306160	urogenital_system	urogenital_system_other		placental choriocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW954	SW954	924247	CGP_CCL5055369	urogenital_system	urogenital_system_other		vulval squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW962	SW962	909758	CGP_CCL5055370	urogenital_system	urogenital_system_other		vulval squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Ishikawa(Heraklio)02ER-	Ishikawa(Heraklio)02ER-	1240156	CGP_CCL5055275	urogenital_system	uterus		endometrial adenocarcinoma	MSI-S	Yes	Yes	Yes	Yes	No	Yes	No published STR, Does not match fingerprint of Ishikawa, no overlapping variants with CCLE's versin of line
MES-SA	MES-SA	908127	CGP_CCL5055284	urogenital_system	uterus		uterus sarcoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SKN	SKN	1240215	CGP_CCL5306203	urogenital_system	uterus		leiomyoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JHU-028	JHU-028	1298154	CGP_CCL5468633	aero_dig_tract	head and neck	HNSC			Yes	Yes	Yes	Yes	No	Yes	Not commercially available
JHU-029	JHU-029	1298156	CGP_CCL5468653	aero_dig_tract	head and neck	HNSC			Yes	Yes	Yes	Yes	No	Yes	Not commercially available
UPCI-SCC-090	SCC90	1299052	CGP_CCL5468630	aero_dig_tract	head and neck	HNSC			Yes	Yes	Yes	Yes	No	Yes	
MOLM-16	MOLM-16	1330948	CGP_CCL5468637	leukemia	acute_myeloid_leukaemia	LAML			Yes	Yes	Yes	Yes	No	Yes	
OCI-LY7	OCI-LY7	1659819	CGP_CCL5468629	lymphoma	B_cell_lymphoma	DLBC			Yes	Yes	Yes	Yes	No	Yes	
KMS-11	KMS-11	1659817	CGP_CCL5468636	myeloma	myeloma	MM			Yes	Yes	Yes	Yes	No	Yes	
CHSA0011	CHSA0011	1290767	CGP_CCL5391651	bone	chondrosarcoma				Yes	Yes	Yes	Yes	No	Yes	Not commercially available
CHSA0108	CHSA0108	1290768	CGP_CCL5468656	bone	chondrosarcoma				Yes	Yes	Yes	Yes	No	Yes	Not commercially available
JIMT-1	JIMT-1	1298157	CGP_CCL5468667	breast	breast	BRCA			Yes	Yes	Yes	Yes	No	Yes	
CL-34	CL-34	1290771	CGP_CCL5468642	large_intestine	large_intestine	COREAD			Yes	Yes	Yes	Yes	No	Yes	Too mycoplasma contaminated
TMK-1	TMK-1	1299069	CGP_CCL5468655	digestive_system	stomach	STAD			Yes	Yes	Yes	No	No	Yes	Not commercially available
VMRC-LCD	VMRC-LCD	713869	CGP_CCL5306257	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD			Yes	Yes	Yes	Yes	No	Yes	
DMS-79	DMS-79	753551	CGP_CCL5306313	lung_SCLC	lung_small_cell_carcinoma	SCLC			Yes	Yes	Yes	Yes	Yes	Yes	
TASK1	TASK1	1299067	CGP_CCL5369309	nervous_system	nervous_system_other		Primitive neuroectodermal tumor (Askin's tumor)		Yes	Yes	Yes	Yes	No	Yes	
KP-2	KP-2	1298218	CGP_CCL5468640	pancreas	pancreas	PAAD			Yes	Yes	No	Yes	No	Yes	
K2	K2	1298160	CGP_CCL5468650	skin	melanoma	SKCM			Yes	Yes	Yes	Yes	No	Yes	Not commercially available
M120327_3	M120327_3	1754025	CGP_CCL5468646	skin	melanoma	SKCM			Yes	Yes	Yes	No	No	No	short term culture
STS-0421	STS-0421	1299061	CGP_CCL5468651	soft_tissue	soft_tissue_other				Yes	Yes	Yes	Yes	No	Yes	Not commercially available
