Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
BICC1	80114	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
ANXA8L1	653145	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
ANXA8L1	728113	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
MCU	90550	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
ANKRD26	22852	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
PHYHIPL	84457	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
MCM10	55388	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
CDK1	983	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
WDFY4	57705	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
NEUROG3	50674	-0.472	-0.655	-0.64	-0.328	-0.297	-0.435
C10orf35	219738	-0.472	-0.655	-0.64	-0.328	-0.297	-0.435
LZTS2	84445	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
FAM25B	643161	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
FAM25B	644054	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
FAM25B	100132929	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
FAM25B	100133093	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
SLC25A16	8034	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
REEP3	221035	-0.368	-0.534	-0.64	-0.207	-0.297	-0.435
CSTF2T	23283	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
KIAA1279	26128	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
FAM13C	220965	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
DKK1	22943	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
HSD17B7P2	158160	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
ANKRD1	27063	-0.305	-0.581	-0.64	-0.328	-0.297	-0.915
FAM175B	23172	-0.419	-0.997	-0.561	-0.328	-0.297	-0.598
CCDC147-AS1	100505869	-0.385	-0.537	-0.561	-0.328	-0.297	-0.598
AGAP10	642517	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
SORCS3-AS1	100505890	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
MBL2	4153	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
TET1	80312	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
COL13A1	1305	-0.472	-0.655	-0.64	-0.328	-0.297	-0.435
CTNNA3	29119	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
OIT3	170392	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
MYPN	84665	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
ZRANB1	54764	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
PPIAP30	100192204	-1.027	-1.027	-1.027	-1.027	-1.027	-1.027
ANTXRL	195977	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
MIR4676	100616286	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
RHOBTB1	9886	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
DNAJC9-AS1	414245	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
PDZD7	79955	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
CCAR1	55749	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
ELOVL3	83401	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
YME1L1	10730	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
PITX3	5309	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
CTBP2	1488	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
GBF1	8729	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
CALHM2	51063	-0.631	-0.537	-0.561	-0.328	-0.297	-0.331
TBATA	219793	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
PCDH15	65217	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
UCMA	221044	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
ANXA8L2	244	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
SGPL1	8879	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
SFXN3	81855	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
SRGN	5552	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
BTBD16	118663	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
HPSE2	60495	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
PPP2R2D	55844	-0.419	-0.472	-0.561	-0.328	-0.297	-0.079
PLA2G12B	84647	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
PCGF5	84333	-0.305	-0.581	-0.64	-0.328	-0.297	-0.915
MTG1	92170	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
PHYH	5264	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
P4HA1	5033	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
TMEM26	219623	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
VIM-AS1	100507347	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
LRRTM3	347731	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
VPS26A	9559	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
PCBD1	5092	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
HECTD2	143279	-0.305	-0.581	-0.64	-0.328	-0.297	-0.915
DNAJC12	56521	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
C10orf107	219621	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
ATOH7	220202	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
KAZALD1	81621	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
CALHM1	255022	-0.631	-0.537	-0.561	-0.328	-0.297	-0.331
UNC5B	219699	-0.43	-0.43	-0.43	-0.43	-0.43	-0.43
ARID5B	84159	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
PBLD	64081	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
DUSP8P5	2749	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
SIRT1	23411	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
ACTR3BP5	399746	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
PPP1R3C	5507	-0.305	-0.581	-0.64	-0.328	-0.297	-0.486
TLX1NB	100038246	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
TNKS2	80351	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
TLX1	3195	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
MIR4680	100616113	-0.385	-0.353	-0.561	-0.328	-0.297	-0.598
RPL13AP6	644511	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
CNNM1	26507	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
MIR548E	100313921	-0.385	-0.353	-0.561	-0.328	-0.297	-0.598
BNIP3	664	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
LBX1	10660	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
BTRC	8945	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
SEPHS1	22929	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
GUCY2GP	390003	-0.385	-0.673	-0.561	-0.328	-0.297	-0.598
RTKN2	219790	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
SLC16A9	220963	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
CCNYL2	414194	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
ST8SIA6-AS1	100128098	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
TEX36	387718	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
CCDC6	8030	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
CALHM3	119395	-0.631	-0.537	-0.561	-0.328	-0.297	-0.331
ZNF503-AS1	253264	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
NEURL	9148	-0.537	-0.537	-0.537	-0.537	-0.537	-0.537
MIR511-2	574445	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
HNRNPH3	3189	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
JAKMIP3	282973	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
ANK3	288	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
SLC29A3	55315	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
PLEKHA1	59338	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
SUPV3L1	6832	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
C10orf137	26098	-0.419	-0.472	-0.561	-0.328	-0.297	-0.598
NUDT13	25961	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
ADD3	120	-0.385	-0.891	-0.561	-0.328	-0.297	-0.598
SLC39A12-AS1	100129213	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
GOT1	2805	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
FAM160B1	57700	-0.385	-0.673	-0.561	-0.328	-0.297	-0.598
SPRN	503542	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
LRRC18	474354	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
CYP2E1	1571	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
LINC00839	84856	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
CDH23	64072	-0.43	-0.43	-0.43	-0.43	-0.43	-0.43
CDH23	100653137	-0.43	-0.43	-0.43	-0.43	-0.43	-0.43
ZNF365	22891	-0.368	-0.534	-0.64	-0.207	-0.297	-0.435
FAM21B	55747	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
NFKB2	4791	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
ZNF37BP	100129482	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
SH3PXD2A	9644	-0.537	-0.537	-0.537	-0.537	-0.537	-0.537
BEND7	222389	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
HERC4	26091	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
NKX2-3	159296	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
SLC25A28	81894	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
TRUB1	142940	-0.385	-0.673	-0.561	-0.328	-0.297	-0.598
MIR4295	100422909	-0.385	-0.673	-0.561	-0.328	-0.297	-0.598
FGFBP3	143282	-0.661	-0.581	-0.64	-0.328	-0.297	-0.486
BTAF1	9044	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
VSTM4	196740	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
ECD	11319	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
DPCD	25911	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
FAM170B	170370	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
H2AFY2	55506	-0.472	-0.472	-0.472	-0.472	-0.472	-0.472
DPYSL4	10570	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
ATRNL1	26033	-0.385	-0.673	-0.561	-0.328	-0.297	-0.598
C10orf128	170371	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
MIR2110	100302224	-0.385	-0.673	-0.561	-0.328	-0.297	-0.598
ARMS2	387715	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
STOX1	219736	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
PRPF18	8559	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
ENTPD7	57089	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
AGAP9	642517	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
AIFM2	84883	-0.472	-0.472	-0.472	-0.472	-0.472	-0.472
HKDC1	80201	-1.109	-1.081	-0.64	-0.328	-0.297	-0.435
ADO	84890	-0.368	-0.534	-0.64	-0.207	-0.297	-0.435
EGR2	1959	-0.368	-0.534	-0.64	-0.207	-0.297	-0.435
MASTL	84930	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
NRBF2	29982	-0.368	-0.534	-0.64	-0.207	-0.297	-0.435
HTRA1	5654	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
RUFY2	55680	-1.109	-1.109	-1.109	-1.109	-1.109	-1.109
OBFC1	79991	-0.385	-0.537	-0.561	-0.328	-0.297	-0.598
ARL5B-AS1	101060107	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
CPEB3	22849	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
JMJD1C	221037	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
POLL	27343	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
C10orf71	118461	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
DDX50	79009	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
FAM25G	643161	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
FAM25G	644054	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
FAM25G	100132929	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
FAM25G	100133093	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
DRGX	644168	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
CUTC	51076	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
ERCC6	2074	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
SYCE1	93426	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
ZNF32-AS3	414201	-0.713	-0.713	-0.713	-0.713	-0.713	-0.713
TYSND1	219743	-0.472	-0.655	-0.64	-0.328	-0.297	-0.435
ANXA8	653145	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
ZNF32-AS1	414197	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
ZNF32-AS2	414208	-0.713	-0.713	-0.713	-0.713	-0.713	-0.713
SAR1A	56681	-0.472	-0.472	-0.472	-0.472	-0.472	-0.472
PSD	5662	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
SLK	9748	-0.385	-0.537	-0.561	-0.328	-0.297	-0.598
MARCH5	54708	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
ACBD5	91452	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
NEBL-AS1	100128511	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
LINC00856	100132987	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
LINC00595	414243	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
IDE	3416	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
HK1	3098	-1.109	-0.655	-0.64	-0.328	-0.297	-0.435
PGBD3	267004	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
PGBD3	101243544	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
ERCC6-PGBD3	267004	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
ERCC6-PGBD3	101243544	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
FAM149B1	317662	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
GFRA1	2674	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
EMX2OS	196047	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
ZMIZ1-AS1	283050	-0.553	-0.469	-0.64	-0.328	-0.297	-0.435
STK32C	282974	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
FRMD4A	55691	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
CHAT	1103	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
HNRNPA3P1	10151	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
LINC00619	414260	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
PPA1	5464	-0.831	-0.655	-0.64	-0.328	-0.297	-0.435
MIR1915	100302129	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
MMP21	118856	-0.419	-0.472	-0.561	-0.328	-0.297	-0.598
CASC2	255082	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
MTRNR2L5	100463289	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
LINC00840	100506835	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
MIR603	693188	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
ZWINT	11130	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
DNA2	1763	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
COX15	1355	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
PTCHD3	374308	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
DMBT1	1755	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
RAB18	22931	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
ZNF488	118738	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
LINC00867	100506126	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
FRG2B	441581	-0.419	-0.34	-0.561	-0.001	-0.16	-0.079
CCDC172	374355	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
DNAJC9	23234	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
TMEM72-AS1	220980	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
DDX21	9188	-1.109	-1.081	-0.64	-0.66	-0.297	-0.435
C10orf105	414152	-0.43	-0.43	-0.43	-0.43	-0.43	-0.43
C10orf54	64115	-0.43	-0.43	-0.43	-0.43	-0.43	-0.43
PNLIPRP3	119548	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
MRPS16	51021	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
NPFFR1	64106	-0.831	-0.655	-0.64	-0.328	-0.297	-0.435
LRRC27	80313	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
FBXL15	79176	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
GPR158-AS1	100128811	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
MIR5699	100847086	-0.344	-0.494	-0.64	-0.187	-0.297	-0.325
LRRC20	55222	-0.831	-0.655	-0.64	-0.328	-0.297	-0.435
PNLIP	5406	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
UROS	7390	-0.419	-0.472	-0.561	-0.328	-0.297	-0.598
IPMK	253430	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
MXI1	4601	-0.385	-0.891	-0.561	-0.328	-0.297	-0.598
MIR3156-1	100422988	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
PSAP	5660	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
TTC18	118491	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
CISD1	55847	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
KIF11	3832	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
IDI2-AS1	55853	-0.344	-0.344	-0.344	-0.344	-0.344	-0.344
RBP3	5949	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
LINC00264	645528	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
UBE2D1	7321	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
PLAU	5328	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
LINC00202-2	731789	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
EIF4EBP2	1979	-0.831	-0.655	-0.64	-0.328	-0.297	-0.435
SNORA19	641451	-0.851	-0.851	-0.851	-0.851	-0.851	-0.851
MBL1P	8512	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
MBL1P	100288974	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
ABCC2	1244	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
CUEDC2	79004	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
HHEX	3087	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
LINC00200	399706	-0.344	-0.494	-0.64	-0.187	-0.297	-0.325
ADARB2-AS1	642394	-0.344	-0.344	-0.344	-0.344	-0.344	-0.344
EXOC6	54536	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
MIR4681	100616398	-0.851	-0.927	-0.561	-0.328	-0.297	-0.598
NODAL	4838	-0.831	-0.655	-0.64	-0.328	-0.297	-0.435
GDF2	2658	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
GDF10	2662	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
LINC00700	282980	-0.344	-0.494	-0.64	-0.187	-0.297	-0.325
PALD1	27143	-0.655	-0.655	-0.655	-0.655	-0.655	-0.655
FAM107B	83641	-0.709	-0.713	-0.64	-0.36	-0.297	-0.606
COL17A1	1308	-0.385	-0.537	-0.561	-0.328	-0.297	-0.598
PNLIPRP1	5407	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
FBXW4	6468	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
SLC18A3	6572	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
C10orf53	282966	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
TMEM254-AS1	219347	-1.289	-1.289	-1.289	-1.289	-1.289	-1.289
PRF1	5551	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
OGDHL	55753	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
C10orf95	79946	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
SMNDC1	10285	-0.385	-0.891	-0.561	-0.328	-0.297	-0.598
LINC00701	399708	-0.344	-0.494	-0.64	-0.187	-0.297	-0.325
ADAMTS14	140766	-0.43	-0.655	-0.64	-0.328	-0.297	-0.435
TMEM180	79847	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
PTPN20B	26095	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
PTPN20B	653129	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
LINC00202-1	387644	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
WDR11-AS1	283089	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
LRRC37A6P	387646	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
MKX	283078	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
PITRM1-AS1	100507034	-0.344	-0.344	-0.344	-0.344	-0.344	-0.344
LINC00857	439990	-0.556	-0.556	-0.556	-0.556	-0.556	-0.556
MIR3941	100500866	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
ANXA7	310	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
ACTR1A	10121	-0.661	-0.994	-0.561	-0.328	-0.297	-0.331
TFAM	7019	-0.368	-0.534	-0.64	-0.207	-0.297	-0.908
CDNF	441549	-0.709	-0.709	-0.709	-0.709	-0.709	-0.709
ARMC4	55130	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
TACR2	6865	-0.472	-0.655	-0.64	-0.328	-0.297	-0.435
PARG	8505	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
CHST3	9469	-0.43	-0.882	-0.64	-0.328	-0.297	-0.435
HSPA14	51182	-0.709	-0.709	-0.709	-0.709	-0.709	-0.709
SPOCK2	9806	-0.43	-0.882	-0.64	-0.328	-0.297	-0.435
CYP26C1	340665	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
TSPAN15	23555	-0.472	-0.655	-0.64	-0.328	-0.297	-0.435
DUSP5	1847	-0.385	-0.891	-0.561	-0.328	-0.297	-0.598
CYP26A1	1592	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
FGF8	2253	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
LINC00702	100652988	-0.565	-0.713	-0.64	-0.187	-0.297	-0.606
LINC00703	100507059	-0.565	-0.713	-0.64	-0.187	-0.297	-0.606
LINC00858	170425	-0.556	-0.581	-0.64	-0.328	-0.297	-0.435
BMS1P1	728053	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
BMS1P1	100996797	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
BCCIP	56647	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
DNMBP	23268	-0.661	-0.661	-0.661	-0.661	-0.661	-0.661
LINC00704	100216001	-0.565	-0.565	-0.565	-0.565	-0.565	-0.565
MYOF	26509	-0.661	-0.759	-0.64	-0.328	-0.297	-0.486
PNLIPRP2	5408	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
MSS51	118490	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
FAM35BP	414241	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
FAM35BP	439965	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
AGAP8	728404	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
SFR1	119392	-0.385	-0.537	-0.561	-0.328	-0.297	-0.598
PWWP2B	170394	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
C10orf91	170393	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
ASCC1	51008	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
C10orf82	143379	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
LINC00705	338588	-0.565	-0.565	-0.565	-0.565	-0.565	-0.565
AKR1C6P	389932	-0.565	-0.713	-0.64	-0.187	-0.297	-0.606
WAC-AS1	220906	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
C10orf120	399814	-0.419	-0.511	-0.561	-0.328	-0.297	-0.598
PPP3CB	5532	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
MPP7	143098	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
WDR96	80217	-0.385	-0.537	-0.561	-0.328	-0.297	-0.598
NPM3	10360	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
C10orf55	414236	-0.553	-0.553	-0.553	-0.553	-0.553	-0.553
HSPA12A	259217	-0.385	-0.46	-0.561	-0.328	-0.297	-0.598
ENO4	387712	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
CUZD1	50624	-0.419	-0.419	-0.419	-0.419	-0.419	-0.419
CPN1	1369	-0.661	-0.759	-0.561	-0.328	-0.297	-0.331
LINC00837	100507605	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
TIMM23B	653252	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
VCL	7414	-0.553	-0.882	-0.64	-0.328	-0.297	-0.435
MIR346	442911	-0.556	-0.581	-0.64	-0.328	-0.297	-0.435
LINC00842	643650	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
MIR4296	100423041	-0.419	-0.997	-0.561	-0.328	-0.297	-0.598
SMC3	9126	-0.385	-0.891	-0.561	-0.328	-0.297	-0.598
KIAA1598	57698	-0.385	-0.385	-0.385	-0.385	-0.385	-0.385
BMS1P2	414216	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
BMS1P2	642826	-0.368	-0.368	-0.368	-0.368	-0.368	-0.368
SUV39H2	79723	-0.709	-0.709	-0.709	-0.709	-0.709	-0.709
INPP5A	3632	-0.419	-0.472	-0.561	-0.001	0.148	-0.079
PTCHD3P1	387647	-0.562	-0.562	-0.562	-0.562	-0.562	-0.562
TUBB8	347688	-0.344	-0.494	-0.64	-0.187	-0.297	-0.325
TUBB8	643224	-0.344	-0.494	-0.64	-0.187	-0.297	-0.325
MIR604	693189	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
AGAP7	653268	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
CTSLP7	1517	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
MIR938	100126327	-0.562	-0.713	-0.64	-0.36	-0.297	-0.606
MSMB	4477	-0.368	-0.534	-0.64	-0.207	-0.297	-0.4
ANAPC16	119504	-0.892	-0.892	-0.892	-0.892	-0.892	-0.892
DDIT4	54541	-0.892	-0.882	-0.64	-0.328	-0.297	-0.435
DCLRE1C	64421	-0.709	-0.709	-0.709	-0.709	-0.709	-0.709
